,순서,상품명,별점,도수,설명,맛과향,이미지
76,77,GALLANT,4.13,40.0,"DISTILLED FROM ANY AGRICULTURAL PRODUCT, MOST COMMONLY GRAINS OR POTATOES. TYPICALLY DISTILLED TO 95% ABV. WATER IS ADDED TO BRING THE SPIRIT DOWN TO AS LOW AS 37.5% ABV IN THE EU AND 40% ABV IN THE US. IT IS USUALLY FILTERED, OFTEN WITH CHARCOAL, PRIOR TO BOTTLING. IT IS ALMOST ALWAYS CLEAR AND UNAGED.",none,"https://ip-distiller.imgix.net/images/spirits/37672a40-f339-0136-4085-224675f0c5c2/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
77,78,BRECKENRIDGE VODKA,3.39,40.0,"DISTILLED FROM ANY AGRICULTURAL PRODUCT, MOST COMMONLY GRAINS OR POTATOES. TYPICALLY DISTILLED TO 95% ABV. WATER IS ADDED TO BRING THE SPIRIT DOWN TO AS LOW AS 37.5% ABV IN THE EU AND 40% ABV IN THE US. IT IS USUALLY FILTERED, OFTEN WITH CHARCOAL, PRIOR TO BOTTLING. IT IS ALMOST ALWAYS CLEAR AND UNAGED.",none,"https://ip-distiller.imgix.net/images/spirits/3a59d830-f1e4-0136-7c81-7e3c51069905/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
78,79,42 BELOW VODKA,4.07,40.0,"DISTILLED FROM ANY AGRICULTURAL PRODUCT, MOST COMMONLY GRAINS OR POTATOES. TYPICALLY DISTILLED TO 95% ABV. WATER IS ADDED TO BRING THE SPIRIT DOWN TO AS LOW AS 37.5% ABV IN THE EU AND 40% ABV IN THE US. IT IS USUALLY FILTERED, OFTEN WITH CHARCOAL, PRIOR TO BOTTLING. IT IS ALMOST ALWAYS CLEAR AND UNAGED.",none,"https://ip-distiller.imgix.net/images/spirits/c99cfc90-82ed-0136-fbe1-5ebef44e7335/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
79,80,OUTER SPACE VODKA,3.86,40.0,"DISTILLED FROM ANY AGRICULTURAL PRODUCT, MOST COMMONLY GRAINS OR POTATOES. TYPICALLY DISTILLED TO 95% ABV. WATER IS ADDED TO BRING THE SPIRIT DOWN TO AS LOW AS 37.5% ABV IN THE EU AND 40% ABV IN THE US. IT IS USUALLY FILTERED, OFTEN WITH CHARCOAL, PRIOR TO BOTTLING. IT IS ALMOST ALWAYS CLEAR AND UNAGED.",none,"https://ip-distiller.imgix.net/images/spirits/11f59fe0-438a-0136-c3ac-625f20237311/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
80,81,PRAVDA VODKA,3.96,40.0,"DISTILLED FROM ANY AGRICULTURAL PRODUCT, MOST COMMONLY GRAINS OR POTATOES. TYPICALLY DISTILLED TO 95% ABV. WATER IS ADDED TO BRING THE SPIRIT DOWN TO AS LOW AS 37.5% ABV IN THE EU AND 40% ABV IN THE US. IT IS USUALLY FILTERED, OFTEN WITH CHARCOAL, PRIOR TO BOTTLING. IT IS ALMOST ALWAYS CLEAR AND UNAGED.",none,"https://ip-distiller.imgix.net/images/spirits/1fdbea40-891a-0135-4105-7aaa98deef23/pravda_vodka_tile.jpg?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=right&amp;mark-align=top,left&amp;mark-pad=0&amp;mark="
81,82,SEAGRAM'S EXTRA SMOOTH VODKA,2.0,40.0,"DISTILLED FROM ANY AGRICULTURAL PRODUCT, MOST COMMONLY GRAINS OR POTATOES. TYPICALLY DISTILLED TO 95% ABV. WATER IS ADDED TO BRING THE SPIRIT DOWN TO AS LOW AS 37.5% ABV IN THE EU AND 40% ABV IN THE US. IT IS USUALLY FILTERED, OFTEN WITH CHARCOAL, PRIOR TO BOTTLING. IT IS ALMOST ALWAYS CLEAR AND UNAGED.","{""grain"":40,""earthy"":15,""spicy"":25,""herbal"":0,""oily"":30,""chemical"":10,""rich"":30,""sweet"":30,""mineral"":0,""neutral"":80,""harsh"":40,""bitter"":45,""fruity"":0,""floral"":0}","https://ip-distiller.imgix.net/images/spirits/1cb9f5e0-88fd-0135-ddc2-0ac938548f10/seagrams_vodka_tile.jpg?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=right&amp;mark-align=top,left&amp;mark-pad=0&amp;mark="
82,83,U'LUVKA VODKA,4.71,40.0,"DISTILLED FROM ANY AGRICULTURAL PRODUCT, MOST COMMONLY GRAINS OR POTATOES. TYPICALLY DISTILLED TO 95% ABV. WATER IS ADDED TO BRING THE SPIRIT DOWN TO AS LOW AS 37.5% ABV IN THE EU AND 40% ABV IN THE US. IT IS USUALLY FILTERED, OFTEN WITH CHARCOAL, PRIOR TO BOTTLING. IT IS ALMOST ALWAYS CLEAR AND UNAGED.",none,"https://ip-distiller.imgix.net/images/spirits/48cd8bb0-8852-0135-e319-028f4ecfff0c/u-luvka_vodka_tile.jpg?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=right&amp;mark-align=top,left&amp;mark-pad=0&amp;mark="
83,84,CARDINAL SPIRITS VODKA,4.43,40.0,"DISTILLED FROM ANY AGRICULTURAL PRODUCT, MOST COMMONLY GRAINS OR POTATOES. TYPICALLY DISTILLED TO 95% ABV. WATER IS ADDED TO BRING THE SPIRIT DOWN TO AS LOW AS 37.5% ABV IN THE EU AND 40% ABV IN THE US. IT IS USUALLY FILTERED, OFTEN WITH CHARCOAL, PRIOR TO BOTTLING. IT IS ALMOST ALWAYS CLEAR AND UNAGED.","{""grain"":0,""earthy"":65,""spicy"":30,""herbal"":5,""oily"":0,""chemical"":0,""rich"":75,""sweet"":60,""mineral"":5,""neutral"":65,""harsh"":0,""bitter"":10,""fruity"":65,""floral"":15}","https://ip-distiller.imgix.net/images/spirits/b3a9bea0-883e-0135-bed2-0e6cfe74208a/cardinal_spirits_vodka_tile.jpg?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=right&amp;mark-align=top,left&amp;mark-pad=0&amp;mark="
84,85,JEWEL OF RUSSIA CLASSIC,4.89,40.0,"DISTILLED FROM ANY AGRICULTURAL PRODUCT, MOST COMMONLY GRAINS OR POTATOES. TYPICALLY DISTILLED TO 95% ABV. WATER IS ADDED TO BRING THE SPIRIT DOWN TO AS LOW AS 37.5% ABV IN THE EU AND 40% ABV IN THE US. IT IS USUALLY FILTERED, OFTEN WITH CHARCOAL, PRIOR TO BOTTLING. IT IS ALMOST ALWAYS CLEAR AND UNAGED.",none,"https://ip-distiller.imgix.net/images/spirits/997952e0-82f7-0135-b0c7-6654d75178dd/jewel_of_russia_classi_tile.jpg?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=right&amp;mark-align=top,left&amp;mark-pad=0&amp;mark="
85,86,STOLICHNAYA GLUTEN FREE,1.67,40.0,"DISTILLED FROM ANY AGRICULTURAL PRODUCT, MOST COMMONLY GRAINS OR POTATOES. TYPICALLY DISTILLED TO 95% ABV. WATER IS ADDED TO BRING THE SPIRIT DOWN TO AS LOW AS 37.5% ABV IN THE EU AND 40% ABV IN THE US. IT IS USUALLY FILTERED, OFTEN WITH CHARCOAL, PRIOR TO BOTTLING. IT IS ALMOST ALWAYS CLEAR AND UNAGED.","{""grain"":65,""earthy"":35,""spicy"":35,""herbal"":15,""oily"":25,""chemical"":0,""rich"":45,""sweet"":35,""mineral"":10,""neutral"":85,""harsh"":0,""bitter"":20,""fruity"":0,""floral"":0}","https://ip-distiller.imgix.net/images/spirits/c07aa620-5d30-0135-dc88-4a5b1c9c27d6/stolichnaya_gluten_free_tile.jpg?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=right&amp;mark-align=top,left&amp;mark-pad=0&amp;mark="
86,87,REHORST VODKA,4.46,40.0,"DISTILLED FROM ANY AGRICULTURAL PRODUCT, MOST COMMONLY GRAINS OR POTATOES. TYPICALLY DISTILLED TO 95% ABV. WATER IS ADDED TO BRING THE SPIRIT DOWN TO AS LOW AS 37.5% ABV IN THE EU AND 40% ABV IN THE US. IT IS USUALLY FILTERED, OFTEN WITH CHARCOAL, PRIOR TO BOTTLING. IT IS ALMOST ALWAYS CLEAR AND UNAGED.",none,"https://ip-distiller.imgix.net/images/spirits/1e82c5d0-e4dc-0134-e151-36b427100ac9/rehorst_vodka_tile.jpg?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=right&amp;mark-align=top,left&amp;mark-pad=0&amp;mark="
87,88,BIALY BOCIAN,3.75,40.0,"DISTILLED FROM ANY AGRICULTURAL PRODUCT, MOST COMMONLY GRAINS OR POTATOES. TYPICALLY DISTILLED TO 95% ABV. WATER IS ADDED TO BRING THE SPIRIT DOWN TO AS LOW AS 37.5% ABV IN THE EU AND 40% ABV IN THE US. IT IS USUALLY FILTERED, OFTEN WITH CHARCOAL, PRIOR TO BOTTLING. IT IS ALMOST ALWAYS CLEAR AND UNAGED.",none,"https://ip-distiller.imgix.net/images/spirits/f37cae20-3cbe-0139-1171-2ed3b35a45d0/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
88,89,AIREM ORGANIC ULTRA PREMIUM,5.0,40.0,"DISTILLED FROM ANY AGRICULTURAL PRODUCT, MOST COMMONLY GRAINS OR POTATOES. TYPICALLY DISTILLED TO 95% ABV. WATER IS ADDED TO BRING THE SPIRIT DOWN TO AS LOW AS 37.5% ABV IN THE EU AND 40% ABV IN THE US. IT IS USUALLY FILTERED, OFTEN WITH CHARCOAL, PRIOR TO BOTTLING. IT IS ALMOST ALWAYS CLEAR AND UNAGED.",none,"https://ip-distiller.imgix.net/images/spirits/d184a850-82e7-0138-81c8-1267b841f93f/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
89,90,REYKA EIMAD A ISLANDI,4.0,40.0,"DISTILLED FROM ANY AGRICULTURAL PRODUCT, MOST COMMONLY GRAINS OR POTATOES. TYPICALLY DISTILLED TO 95% ABV. WATER IS ADDED TO BRING THE SPIRIT DOWN TO AS LOW AS 37.5% ABV IN THE EU AND 40% ABV IN THE US. IT IS USUALLY FILTERED, OFTEN WITH CHARCOAL, PRIOR TO BOTTLING. IT IS ALMOST ALWAYS CLEAR AND UNAGED.",none,"https://ip-distiller.imgix.net/images/spirits/e4d1d120-f5fe-0137-b83f-5aa86073ee83/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
90,91,SKOL VODKA,0.9,40.0,"DISTILLED FROM ANY AGRICULTURAL PRODUCT, MOST COMMONLY GRAINS OR POTATOES. TYPICALLY DISTILLED TO 95% ABV. WATER IS ADDED TO BRING THE SPIRIT DOWN TO AS LOW AS 37.5% ABV IN THE EU AND 40% ABV IN THE US. IT IS USUALLY FILTERED, OFTEN WITH CHARCOAL, PRIOR TO BOTTLING. IT IS ALMOST ALWAYS CLEAR AND UNAGED.",none,"https://ip-distiller.imgix.net/images/spirits/b6db1d70-5958-0137-f0f7-628b9c5acb19/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
91,92,ŻUBRÓWKA CZARNA,3.7,40.0,"DISTILLED FROM ANY AGRICULTURAL PRODUCT, MOST COMMONLY GRAINS OR POTATOES. TYPICALLY DISTILLED TO 95% ABV. WATER IS ADDED TO BRING THE SPIRIT DOWN TO AS LOW AS 37.5% ABV IN THE EU AND 40% ABV IN THE US. IT IS USUALLY FILTERED, OFTEN WITH CHARCOAL, PRIOR TO BOTTLING. IT IS ALMOST ALWAYS CLEAR AND UNAGED.",none,"https://ip-distiller.imgix.net/images/spirits/4ac8ba40-1cf8-0137-850e-26e0aa0e50f5/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
92,93,KAMCHATKA,2.9,45.0,"DISTILLED FROM ANY AGRICULTURAL PRODUCT, MOST COMMONLY GRAINS OR POTATOES. TYPICALLY DISTILLED TO 95% ABV. WATER IS ADDED TO BRING THE SPIRIT DOWN TO AS LOW AS 37.5% ABV IN THE EU AND 40% ABV IN THE US. IT IS USUALLY FILTERED, OFTEN WITH CHARCOAL, PRIOR TO BOTTLING. IT IS ALMOST ALWAYS CLEAR AND UNAGED.",none,"https://ip-distiller.imgix.net/images/spirits/4f0e57f0-04a1-0137-a5ef-1643b3fbfe05/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
93,94,LEGEND OF KREMLIN,4.1,40.0,"DISTILLED FROM ANY AGRICULTURAL PRODUCT, MOST COMMONLY GRAINS OR POTATOES. TYPICALLY DISTILLED TO 95% ABV. WATER IS ADDED TO BRING THE SPIRIT DOWN TO AS LOW AS 37.5% ABV IN THE EU AND 40% ABV IN THE US. IT IS USUALLY FILTERED, OFTEN WITH CHARCOAL, PRIOR TO BOTTLING. IT IS ALMOST ALWAYS CLEAR AND UNAGED.",none,"https://ip-distiller.imgix.net/images/spirits/044dd090-0408-0137-955b-1261c9aaf76b/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
94,95,TILL AMERICAN WHEAT VODKA,4.05,40.0,"DISTILLED FROM ANY AGRICULTURAL PRODUCT, MOST COMMONLY GRAINS OR POTATOES. TYPICALLY DISTILLED TO 95% ABV. WATER IS ADDED TO BRING THE SPIRIT DOWN TO AS LOW AS 37.5% ABV IN THE EU AND 40% ABV IN THE US. IT IS USUALLY FILTERED, OFTEN WITH CHARCOAL, PRIOR TO BOTTLING. IT IS ALMOST ALWAYS CLEAR AND UNAGED.","{""grain"":30,""earthy"":0,""spicy"":20,""herbal"":0,""oily"":20,""chemical"":0,""rich"":0,""sweet"":25,""mineral"":0,""neutral"":80,""harsh"":0,""bitter"":0,""fruity"":0,""floral"":0}","https://ip-distiller.imgix.net/images/spirits/a45c91e0-ae4c-0136-8654-3ad260f3ba1d/till_wheat_vodka_tile.jpg?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=right&amp;mark-align=top,left&amp;mark-pad=0&amp;mark="
95,96,HUMBOLDT DISTILLERY ORGANIC VODKA,3.75,40.0,"DISTILLED FROM ANY AGRICULTURAL PRODUCT, MOST COMMONLY GRAINS OR POTATOES. TYPICALLY DISTILLED TO 95% ABV. WATER IS ADDED TO BRING THE SPIRIT DOWN TO AS LOW AS 37.5% ABV IN THE EU AND 40% ABV IN THE US. IT IS USUALLY FILTERED, OFTEN WITH CHARCOAL, PRIOR TO BOTTLING. IT IS ALMOST ALWAYS CLEAR AND UNAGED.","{""grain"":0,""earthy"":10,""spicy"":40,""herbal"":5,""oily"":5,""chemical"":0,""rich"":10,""sweet"":85,""mineral"":40,""neutral"":70,""harsh"":10,""bitter"":0,""fruity"":5,""floral"":25}","https://ip-distiller.imgix.net/images/spirits/719468c0-4e30-0136-c70e-36570146ba2b/humboldt_organic_vodka_tile.jpg?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=right&amp;mark-align=top,left&amp;mark-pad=0&amp;mark="
96,97,AMERICAN ANTHEM VODKA,3.78,40.0,"DISTILLED FROM ANY AGRICULTURAL PRODUCT, MOST COMMONLY GRAINS OR POTATOES. TYPICALLY DISTILLED TO 95% ABV. WATER IS ADDED TO BRING THE SPIRIT DOWN TO AS LOW AS 37.5% ABV IN THE EU AND 40% ABV IN THE US. IT IS USUALLY FILTERED, OFTEN WITH CHARCOAL, PRIOR TO BOTTLING. IT IS ALMOST ALWAYS CLEAR AND UNAGED.",none,"https://ip-distiller.imgix.net/images/spirits/9e859bf0-4276-0136-d364-2252a8276050/american_anthem_vodka_tile.jpg?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=right&amp;mark-align=top,left&amp;mark-pad=0&amp;mark="
97,98,WATERSHED VODKA,3.45,40.0,"DISTILLED FROM ANY AGRICULTURAL PRODUCT, MOST COMMONLY GRAINS OR POTATOES. TYPICALLY DISTILLED TO 95% ABV. WATER IS ADDED TO BRING THE SPIRIT DOWN TO AS LOW AS 37.5% ABV IN THE EU AND 40% ABV IN THE US. IT IS USUALLY FILTERED, OFTEN WITH CHARCOAL, PRIOR TO BOTTLING. IT IS ALMOST ALWAYS CLEAR AND UNAGED.",none,"https://ip-distiller.imgix.net/images/spirits/d8ccb9c0-a4cb-0135-5b2b-5e1a65d0d9e4/watershed_vodka_tile.jpg?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=right&amp;mark-align=top,left&amp;mark-pad=0&amp;mark="
98,99,POTOCKI VODKA,4.3,40.0,"DISTILLED FROM ANY AGRICULTURAL PRODUCT, MOST COMMONLY GRAINS OR POTATOES. TYPICALLY DISTILLED TO 95% ABV. WATER IS ADDED TO BRING THE SPIRIT DOWN TO AS LOW AS 37.5% ABV IN THE EU AND 40% ABV IN THE US. IT IS USUALLY FILTERED, OFTEN WITH CHARCOAL, PRIOR TO BOTTLING. IT IS ALMOST ALWAYS CLEAR AND UNAGED.",none,"https://ip-distiller.imgix.net/images/spirits/e0e7a370-8a1c-0135-9e5e-7620abd36966/potocki_vodka_tile.jpg?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=right&amp;mark-align=top,left&amp;mark-pad=0&amp;mark="
99,100,HANSON OF SONOMA ORIGINAL VODKA,4.2,40.0,"DISTILLED FROM ANY AGRICULTURAL PRODUCT, MOST COMMONLY GRAINS OR POTATOES. TYPICALLY DISTILLED TO 95% ABV. WATER IS ADDED TO BRING THE SPIRIT DOWN TO AS LOW AS 37.5% ABV IN THE EU AND 40% ABV IN THE US. IT IS USUALLY FILTERED, OFTEN WITH CHARCOAL, PRIOR TO BOTTLING. IT IS ALMOST ALWAYS CLEAR AND UNAGED.","{""grain"":0,""earthy"":65,""spicy"":5,""herbal"":5,""oily"":10,""chemical"":0,""rich"":65,""sweet"":70,""mineral"":0,""neutral"":20,""harsh"":0,""bitter"":0,""fruity"":90,""floral"":5}","https://ip-distiller.imgix.net/images/spirits/33f86240-88ff-0135-ddc6-0ac938548f10/hanson_of_sonoma_original_vodka_tile.jpg?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=right&amp;mark-align=top,left&amp;mark-pad=0&amp;mark="
100,101,SMIRNOFF SILVER 90 PROOF,3.75,45.0,"DISTILLED FROM ANY AGRICULTURAL PRODUCT, MOST COMMONLY GRAINS OR POTATOES. TYPICALLY DISTILLED TO 95% ABV. WATER IS ADDED TO BRING THE SPIRIT DOWN TO AS LOW AS 37.5% ABV IN THE EU AND 40% ABV IN THE US. IT IS USUALLY FILTERED, OFTEN WITH CHARCOAL, PRIOR TO BOTTLING. IT IS ALMOST ALWAYS CLEAR AND UNAGED.",none,"https://ip-distiller.imgix.net/images/spirits/dcf74df0-88f2-0135-40f0-7aaa98deef23/smirnoff_silver_90_proof_tile.jpg?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=right&amp;mark-align=top,left&amp;mark-pad=0&amp;mark="
101,102,SNOW LEOPARD VODKA,4.6,40.0,"DISTILLED FROM ANY AGRICULTURAL PRODUCT, MOST COMMONLY GRAINS OR POTATOES. TYPICALLY DISTILLED TO 95% ABV. WATER IS ADDED TO BRING THE SPIRIT DOWN TO AS LOW AS 37.5% ABV IN THE EU AND 40% ABV IN THE US. IT IS USUALLY FILTERED, OFTEN WITH CHARCOAL, PRIOR TO BOTTLING. IT IS ALMOST ALWAYS CLEAR AND UNAGED.",none,"https://ip-distiller.imgix.net/images/spirits/87d29850-886c-0135-cad6-7aea5cb49369/snow_leopard_vodka_tile.jpg?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=right&amp;mark-align=top,left&amp;mark-pad=0&amp;mark="
102,103,WÓDKA VODKA,4.35,40.0,"DISTILLED FROM ANY AGRICULTURAL PRODUCT, MOST COMMONLY GRAINS OR POTATOES. TYPICALLY DISTILLED TO 95% ABV. WATER IS ADDED TO BRING THE SPIRIT DOWN TO AS LOW AS 37.5% ABV IN THE EU AND 40% ABV IN THE US. IT IS USUALLY FILTERED, OFTEN WITH CHARCOAL, PRIOR TO BOTTLING. IT IS ALMOST ALWAYS CLEAR AND UNAGED.","{""grain"":70,""earthy"":40,""spicy"":75,""herbal"":15,""oily"":10,""chemical"":0,""rich"":35,""sweet"":20,""mineral"":20,""neutral"":30,""harsh"":15,""bitter"":50,""fruity"":15,""floral"":0}","https://ip-distiller.imgix.net/images/spirits/daa73730-884b-0135-e315-028f4ecfff0c/wodka_vodka_tile.jpg?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=right&amp;mark-align=top,left&amp;mark-pad=0&amp;mark="
103,104,MONKEY IN PARADISE VODKA,3.38,40.0,"DISTILLED FROM ANY AGRICULTURAL PRODUCT, MOST COMMONLY GRAINS OR POTATOES. TYPICALLY DISTILLED TO 95% ABV. WATER IS ADDED TO BRING THE SPIRIT DOWN TO AS LOW AS 37.5% ABV IN THE EU AND 40% ABV IN THE US. IT IS USUALLY FILTERED, OFTEN WITH CHARCOAL, PRIOR TO BOTTLING. IT IS ALMOST ALWAYS CLEAR AND UNAGED.",none,"https://ip-distiller.imgix.net/images/spirits/ad2fbd10-bd82-0138-6d5c-221a502822fb/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
104,105,ROCK TOWN VODKA,4.06,40.0,"DISTILLED FROM ANY AGRICULTURAL PRODUCT, MOST COMMONLY GRAINS OR POTATOES. TYPICALLY DISTILLED TO 95% ABV. WATER IS ADDED TO BRING THE SPIRIT DOWN TO AS LOW AS 37.5% ABV IN THE EU AND 40% ABV IN THE US. IT IS USUALLY FILTERED, OFTEN WITH CHARCOAL, PRIOR TO BOTTLING. IT IS ALMOST ALWAYS CLEAR AND UNAGED.",none,"https://ip-distiller.imgix.net/images/spirits/0f3f6d00-93ee-0138-9ba0-0a816bd4b398/rock_town_vodka_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=right&amp;mark-align=top,left&amp;mark-pad=0&amp;mark="
105,106,SOPLICA VODKA,2.94,40.0,"DISTILLED FROM ANY AGRICULTURAL PRODUCT, MOST COMMONLY GRAINS OR POTATOES. TYPICALLY DISTILLED TO 95% ABV. WATER IS ADDED TO BRING THE SPIRIT DOWN TO AS LOW AS 37.5% ABV IN THE EU AND 40% ABV IN THE US. IT IS USUALLY FILTERED, OFTEN WITH CHARCOAL, PRIOR TO BOTTLING. IT IS ALMOST ALWAYS CLEAR AND UNAGED.",none,"https://ip-distiller.imgix.net/images/spirits/98e384e0-e641-0137-f3a6-3a78457c0fbb/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
106,107,RIGA BLACK,3.88,40.0,"DISTILLED FROM ANY AGRICULTURAL PRODUCT, MOST COMMONLY GRAINS OR POTATOES. TYPICALLY DISTILLED TO 95% ABV. WATER IS ADDED TO BRING THE SPIRIT DOWN TO AS LOW AS 37.5% ABV IN THE EU AND 40% ABV IN THE US. IT IS USUALLY FILTERED, OFTEN WITH CHARCOAL, PRIOR TO BOTTLING. IT IS ALMOST ALWAYS CLEAR AND UNAGED.",none,"https://ip-distiller.imgix.net/images/spirits/0f95d1d0-d60f-0137-c316-76631ce3d5e8/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
107,108,BLOOD X SWEAT X TEARS VODKA,4.75,40.0,"DISTILLED FROM ANY AGRICULTURAL PRODUCT, MOST COMMONLY GRAINS OR POTATOES. TYPICALLY DISTILLED TO 95% ABV. WATER IS ADDED TO BRING THE SPIRIT DOWN TO AS LOW AS 37.5% ABV IN THE EU AND 40% ABV IN THE US. IT IS USUALLY FILTERED, OFTEN WITH CHARCOAL, PRIOR TO BOTTLING. IT IS ALMOST ALWAYS CLEAR AND UNAGED.",none,"https://ip-distiller.imgix.net/images/spirits/ffb71920-cb63-0137-b7f8-2638832feb4b/bst_vodka_tile.jpg?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=right&amp;mark-align=top,left&amp;mark-pad=0&amp;mark="
108,109,POLIAKOV,2.13,37.5,"DISTILLED FROM ANY AGRICULTURAL PRODUCT, MOST COMMONLY GRAINS OR POTATOES. TYPICALLY DISTILLED TO 95% ABV. WATER IS ADDED TO BRING THE SPIRIT DOWN TO AS LOW AS 37.5% ABV IN THE EU AND 40% ABV IN THE US. IT IS USUALLY FILTERED, OFTEN WITH CHARCOAL, PRIOR TO BOTTLING. IT IS ALMOST ALWAYS CLEAR AND UNAGED.",none,"https://ip-distiller.imgix.net/images/spirits/f5df3e80-9a45-0137-dfcc-02003c78a1a6/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
